Umur,Kelas Pekerja,Pekerjaan,Jam per Minggu,Gaji
56,Wiraswasta,Spesialis,35.0,<=7jt
39,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
42,Pekerja Bebas Perusahaan,Sales,45.0,<=7jt
23,Pemerintah Negara,Penjaga,38.0,<=7jt
41,Pemerintah Lokal,Ekesekutif Managerial,25.0,<=7jt
31,Wiraswasta,Perbaikan Kerajinan,50.0,>7jt
25,Pekerja Bebas Perusahaan,Sales,50.0,<=7jt
53,Pekerja Bebas Perusahaan,Sales,40.0,>7jt
19,Pemerintah Negara,Servis Lainnya,12.0,<=7jt
28,?,?,15.0,>7jt
32,Wiraswasta,Spesialis,42.0,<=7jt
44,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
69,?,?,20.0,<=7jt
18,Wiraswasta,Sales,15.0,<=7jt
24,Wiraswasta,Sales,20.0,<=7jt
41,Wiraswasta,Spesialis,55.0,>7jt
40,Wiraswasta,Pemuka Agama,50.0,<=7jt
38,Pekerja Bebas Perusahaan,Ekesekutif Managerial,80.0,>7jt
58,Wiraswasta,Pemuka Agama,40.0,<=7jt
22,Wiraswasta,Sales,40.0,<=7jt
29,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
56,Wiraswasta,Spesialis,40.0,>7jt
26,Pemerintah Negara,Penjaga,40.0,<=7jt
59,Pemerintah Provinsi,Petani,40.0,<=7jt
33,Wiraswasta,Servis Lainnya,40.0,<=7jt
44,?,?,40.0,<=7jt
45,Pekerja Bebas Perusahaan,Ekesekutif Managerial,50.0,>7jt
18,Pemerintah Negara,Pemuka Agama,16.0,<=7jt
20,Wiraswasta,Sales,35.0,<=7jt
44,Wiraswasta,Ekesekutif Managerial,60.0,>7jt
30,Wiraswasta,Servis Lainnya,38.0,<=7jt
30,Wiraswasta,Pemuka Agama,38.0,<=7jt
38,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,50.0,>7jt
21,Wiraswasta,Pembersih,40.0,<=7jt
58,Wiraswasta,Perbaikan Kerajinan,37.0,<=7jt
34,Pemerintah Lokal,Spesialis,40.0,>7jt
45,Wiraswasta,Ekesekutif Managerial,55.0,>7jt
49,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
35,Wiraswasta,Tech-support,52.0,>7jt
40,Wiraswasta,Perbaikan Kerajinan,30.0,<=7jt
24,Wiraswasta,Spesialis,40.0,<=7jt
42,Pekerja Bebas Bukan Perusahan,Spesialis,38.0,>7jt
32,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
40,Wiraswasta,Perbaikan Kerajinan,50.0,>7jt
19,Wiraswasta,Servis Lainnya,18.0,<=7jt
20,Wiraswasta,Pemuka Agama,30.0,<=7jt
53,Wiraswasta,Supir,60.0,<=7jt
67,?,?,40.0,<=7jt
43,Wiraswasta,Supir,55.0,<=7jt
22,Wiraswasta,Servis Lainnya,35.0,<=7jt
41,Wiraswasta,Servis Lainnya,50.0,>7jt
25,Wiraswasta,Supir,40.0,<=7jt
38,Wiraswasta,Penjaga,45.0,<=7jt
25,Wiraswasta,Tech-support,43.0,<=7jt
37,Pemerintah Provinsi,Perbaikan Kerajinan,40.0,<=7jt
20,Wiraswasta,Spesialis,15.0,<=7jt
34,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
27,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
40,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
27,Wiraswasta,Tech-support,50.0,<=7jt
25,Wiraswasta,Pembersih,43.0,<=7jt
24,Wiraswasta,Pembersih,30.0,<=7jt
38,Pemerintah Lokal,Perbaikan Kerajinan,40.0,<=7jt
50,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
18,Wiraswasta,Pemuka Agama,25.0,<=7jt
32,Wiraswasta,Sales,38.0,<=7jt
38,Wiraswasta,Pemuka Agama,40.0,<=7jt
66,Wiraswasta,Spesialis,15.0,<=7jt
22,Wiraswasta,Sales,40.0,<=7jt
27,Wiraswasta,Spesialis,15.0,<=7jt
29,Wiraswasta,Pembersih,26.0,<=7jt
52,Wiraswasta,Spesialis,40.0,>7jt
17,Wiraswasta,Asisten Rumah Tangga,18.0,<=7jt
22,Wiraswasta,Sales,45.0,<=7jt
22,Wiraswasta,Pembersih,40.0,<=7jt
53,Pekerja Bebas Bukan Perusahan,Petani,50.0,<=7jt
43,Wiraswasta,Sales,40.0,>7jt
24,Wiraswasta,Mesin Inspeksi,43.0,<=7jt
37,Pekerja Bebas Bukan Perusahan,Spesialis,55.0,>7jt
46,Pekerja Bebas Bukan Perusahan,Spesialis,60.0,<=7jt
29,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
28,Wiraswasta,Pemuka Agama,45.0,<=7jt
42,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
26,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
25,Pemerintah Lokal,Spesialis,60.0,<=7jt
36,Pekerja Bebas Bukan Perusahan,Servis Lainnya,40.0,<=7jt
43,Pemerintah Lokal,Spesialis,55.0,<=7jt
59,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
64,?,?,40.0,>7jt
63,Wiraswasta,Perbaikan Kerajinan,49.0,<=7jt
46,Wiraswasta,Ekesekutif Managerial,32.0,<=7jt
20,Wiraswasta,Spesialis,30.0,<=7jt
41,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
30,Wiraswasta,Perbaikan Kerajinan,65.0,<=7jt
41,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
19,?,?,25.0,<=7jt
23,Wiraswasta,Servis Lainnya,55.0,<=7jt
27,Pemerintah Lokal,Spesialis,40.0,<=7jt
65,Pekerja Bebas Bukan Perusahan,Sales,15.0,<=7jt
36,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
43,Wiraswasta,Pembersih,40.0,<=7jt
46,Wiraswasta,Tech-support,40.0,>7jt
29,Pemerintah Provinsi,Spesialis,40.0,<=7jt
18,Wiraswasta,Sales,35.0,<=7jt
24,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
36,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
39,Pekerja Bebas Bukan Perusahan,Servis Lainnya,15.0,>7jt
19,?,?,40.0,<=7jt
32,Pemerintah Lokal,Petani,40.0,<=7jt
24,Wiraswasta,Sales,40.0,<=7jt
34,Pemerintah Provinsi,Tech-support,40.0,<=7jt
34,Wiraswasta,Supir,40.0,<=7jt
39,Wiraswasta,Supir,40.0,<=7jt
51,Wiraswasta,Pembersih,40.0,<=7jt
34,Wiraswasta,Sales,40.0,<=7jt
47,Wiraswasta,Servis Lainnya,26.0,<=7jt
51,Pemerintah Negara,Pemuka Agama,40.0,<=7jt
18,Wiraswasta,Servis Lainnya,15.0,<=7jt
61,Wiraswasta,Perbaikan Kerajinan,45.0,>7jt
20,Wiraswasta,Perbaikan Kerajinan,25.0,<=7jt
52,Wiraswasta,Perbaikan Kerajinan,50.0,<=7jt
65,?,?,40.0,<=7jt
61,Wiraswasta,Sales,40.0,<=7jt
29,Wiraswasta,Spesialis,60.0,<=7jt
44,Pemerintah Lokal,Spesialis,40.0,<=7jt
37,Wiraswasta,Spesialis,30.0,<=7jt
40,Wiraswasta,Tech-support,40.0,>7jt
27,Wiraswasta,Supir,45.0,>7jt
21,?,?,40.0,<=7jt
47,Wiraswasta,Perbaikan Kerajinan,50.0,>7jt
32,Wiraswasta,Perbaikan Kerajinan,44.0,>7jt
72,?,?,30.0,<=7jt
46,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
28,Wiraswasta,Servis Lainnya,40.0,<=7jt
31,Wiraswasta,Tech-support,32.0,<=7jt
43,Wiraswasta,Supir,45.0,<=7jt
17,Wiraswasta,Pembersih,10.0,<=7jt
27,Wiraswasta,Sales,60.0,<=7jt
77,?,?,25.0,<=7jt
23,Wiraswasta,Spesialis,50.0,<=7jt
40,Wiraswasta,Mesin Inspeksi,40.0,>7jt
38,Wiraswasta,Pemuka Agama,40.0,>7jt
52,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
79,Wiraswasta,Spesialis,7.0,<=7jt
25,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
27,Pemerintah Lokal,Petani,60.0,<=7jt
41,Wiraswasta,Supir,40.0,<=7jt
34,Wiraswasta,Penjaga,30.0,<=7jt
52,Pemerintah Provinsi,Servis Lainnya,40.0,>7jt
63,Wiraswasta,Pemuka Agama,40.0,<=7jt
42,Pemerintah Lokal,Penjaga,40.0,>7jt
35,Pekerja Bebas Bukan Perusahan,Sales,40.0,<=7jt
40,Wiraswasta,Supir,50.0,<=7jt
47,Wiraswasta,Tech-support,38.0,<=7jt
25,Pemerintah Lokal,Pemuka Agama,40.0,<=7jt
28,Pekerja Bebas Perusahaan,Pembersih,65.0,>7jt
61,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
70,?,?,40.0,<=7jt
27,Wiraswasta,Sales,20.0,<=7jt
29,Wiraswasta,Asisten Rumah Tangga,50.0,<=7jt
38,Wiraswasta,Ekesekutif Managerial,70.0,<=7jt
42,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
36,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
42,Wiraswasta,Mesin Inspeksi,15.0,<=7jt
50,Wiraswasta,Sales,40.0,<=7jt
56,Wiraswasta,Sales,60.0,>7jt
31,Pemerintah Negara,Spesialis,55.0,>7jt
46,Wiraswasta,Spesialis,45.0,>7jt
22,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
39,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
38,Pekerja Bebas Perusahaan,Ekesekutif Managerial,45.0,<=7jt
23,Wiraswasta,Sales,48.0,<=7jt
54,Wiraswasta,Tech-support,40.0,<=7jt
20,Wiraswasta,Ekesekutif Managerial,25.0,<=7jt
51,Pekerja Bebas Perusahaan,Sales,40.0,<=7jt
38,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
42,Wiraswasta,Sales,40.0,>7jt
26,Wiraswasta,Spesialis,16.0,<=7jt
57,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
50,Pekerja Bebas Bukan Perusahan,Spesialis,50.0,>7jt
62,Pekerja Bebas Bukan Perusahan,Sales,40.0,<=7jt
60,Wiraswasta,Sales,15.0,<=7jt
23,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
41,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
26,Wiraswasta,Spesialis,40.0,<=7jt
54,Pekerja Bebas Bukan Perusahan,Sales,55.0,>7jt
20,Wiraswasta,Tech-support,20.0,<=7jt
41,Pemerintah Provinsi,Supir,40.0,>7jt
41,Wiraswasta,Pemuka Agama,35.0,<=7jt
44,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
63,?,?,15.0,<=7jt
22,Wiraswasta,Sales,40.0,<=7jt
35,Wiraswasta,Perbaikan Kerajinan,56.0,<=7jt
27,Wiraswasta,Tech-support,65.0,<=7jt
22,?,?,6.0,<=7jt
29,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
27,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
45,Pemerintah Lokal,Spesialis,40.0,<=7jt
20,Wiraswasta,Asisten Rumah Tangga,40.0,<=7jt
61,Wiraswasta,Servis Lainnya,38.0,<=7jt
52,Wiraswasta,Mesin Inspeksi,45.0,>7jt
39,Wiraswasta,Penjaga,30.0,<=7jt
45,Wiraswasta,Pemuka Agama,44.0,<=7jt
24,Wiraswasta,Sales,48.0,<=7jt
63,Wiraswasta,Mesin Inspeksi,37.0,<=7jt
37,Wiraswasta,Petani,40.0,<=7jt
37,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
60,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
32,Wiraswasta,Spesialis,50.0,>7jt
42,Wiraswasta,Sales,40.0,<=7jt
23,Wiraswasta,Servis Lainnya,30.0,<=7jt
38,Wiraswasta,Mesin Inspeksi,48.0,>7jt
34,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
64,?,?,40.0,<=7jt
34,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
27,Wiraswasta,Servis Lainnya,30.0,<=7jt
54,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
33,Wiraswasta,Supir,45.0,<=7jt
51,Wiraswasta,Ekesekutif Managerial,55.0,>7jt
39,Wiraswasta,Sales,41.0,<=7jt
36,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
44,Wiraswasta,Tech-support,40.0,>7jt
29,Pemerintah Provinsi,Spesialis,40.0,<=7jt
44,Pekerja Bebas Perusahaan,Ekesekutif Managerial,50.0,<=7jt
24,Wiraswasta,Sales,40.0,<=7jt
32,Wiraswasta,Ekesekutif Managerial,60.0,>7jt
21,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
30,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
39,Wiraswasta,Servis Lainnya,18.0,<=7jt
25,Wiraswasta,Supir,40.0,<=7jt
28,Wiraswasta,Pemuka Agama,30.0,<=7jt
33,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
45,Wiraswasta,Supir,40.0,>7jt
45,Pemerintah Provinsi,Penjaga,50.0,>7jt
40,Pekerja Bebas Bukan Perusahan,Servis Lainnya,40.0,<=7jt
36,Wiraswasta,Pembersih,40.0,<=7jt
34,Pekerja Bebas Bukan Perusahan,Spesialis,48.0,>7jt
44,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
44,Wiraswasta,Servis Lainnya,65.0,<=7jt
25,Wiraswasta,Pemuka Agama,40.0,<=7jt
59,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,35.0,<=7jt
44,Pemerintah Lokal,Servis Lainnya,35.0,<=7jt
41,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
33,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
29,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
46,Wiraswasta,Servis Lainnya,35.0,<=7jt
33,Pemerintah Lokal,Spesialis,50.0,>7jt
23,Wiraswasta,Servis Lainnya,36.0,<=7jt
42,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
19,Wiraswasta,Servis Lainnya,30.0,<=7jt
26,Wiraswasta,Spesialis,70.0,<=7jt
59,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
19,Wiraswasta,Servis Lainnya,20.0,<=7jt
35,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
56,Wiraswasta,Spesialis,50.0,>7jt
35,Pekerja Bebas Bukan Perusahan,Servis Lainnya,40.0,<=7jt
32,Wiraswasta,Perbaikan Kerajinan,45.0,>7jt
65,Wiraswasta,Asisten Rumah Tangga,31.0,<=7jt
21,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
29,Wiraswasta,Supir,40.0,<=7jt
36,Pekerja Bebas Bukan Perusahan,Sales,50.0,>7jt
50,Wiraswasta,Pemuka Agama,40.0,<=7jt
26,Wiraswasta,Sales,42.0,>7jt
26,Wiraswasta,Perbaikan Kerajinan,35.0,<=7jt
29,Wiraswasta,Servis Lainnya,32.0,<=7jt
28,Wiraswasta,Ekesekutif Managerial,80.0,<=7jt
32,Wiraswasta,Tech-support,40.0,<=7jt
25,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
55,Wiraswasta,Servis Lainnya,29.0,<=7jt
69,?,?,40.0,<=7jt
42,Pekerja Bebas Bukan Perusahan,Petani,50.0,<=7jt
36,Pemerintah Lokal,Pemuka Agama,40.0,<=7jt
36,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
33,Pekerja Bebas Bukan Perusahan,Servis Lainnya,8.0,<=7jt
36,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
47,Pekerja Bebas Bukan Perusahan,Spesialis,40.0,<=7jt
52,Pemerintah Provinsi,Pemuka Agama,40.0,>7jt
31,Wiraswasta,Pembersih,40.0,<=7jt
27,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
28,Wiraswasta,Spesialis,43.0,>7jt
29,Wiraswasta,Mesin Inspeksi,40.0,>7jt
19,?,?,32.0,<=7jt
52,Wiraswasta,Pemuka Agama,40.0,<=7jt
32,Wiraswasta,Sales,60.0,>7jt
25,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
46,Pemerintah Negara,Tech-support,40.0,<=7jt
38,Wiraswasta,Spesialis,40.0,>7jt
54,Pemerintah Lokal,Petani,40.0,<=7jt
27,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
40,Pemerintah Provinsi,Pemuka Agama,40.0,>7jt
55,Wiraswasta,Ekesekutif Managerial,30.0,>7jt
47,Pemerintah Lokal,Ekesekutif Managerial,50.0,>7jt
45,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
29,Wiraswasta,Servis Lainnya,40.0,<=7jt
21,Wiraswasta,Pembersih,45.0,<=7jt
47,Wiraswasta,Sales,60.0,<=7jt
59,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,50.0,>7jt
55,Wiraswasta,Penjaga,40.0,<=7jt
28,Pemerintah Provinsi,Tech-support,40.0,<=7jt
35,Wiraswasta,Servis Lainnya,31.0,<=7jt
51,Wiraswasta,Pembersih,48.0,<=7jt
32,Pemerintah Lokal,Servis Lainnya,38.0,>7jt
23,Wiraswasta,Pemuka Agama,40.0,<=7jt
33,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
49,Pemerintah Provinsi,Pemuka Agama,9.0,>7jt
59,Pemerintah Negara,Spesialis,45.0,>7jt
42,Wiraswasta,Mesin Inspeksi,37.0,>7jt
20,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
41,Wiraswasta,Mesin Inspeksi,41.0,<=7jt
45,Wiraswasta,Supir,55.0,<=7jt
49,Pemerintah Negara,Pemuka Agama,44.0,<=7jt
42,Pekerja Bebas Perusahaan,Spesialis,50.0,>7jt
30,Wiraswasta,Servis Lainnya,40.0,<=7jt
33,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
23,Wiraswasta,Pembersih,40.0,<=7jt
27,Wiraswasta,Sales,37.0,<=7jt
31,Pemerintah Lokal,Servis Lainnya,40.0,<=7jt
43,Wiraswasta,Sales,43.0,>7jt
33,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,60.0,<=7jt
45,Wiraswasta,Petani,39.0,<=7jt
57,Pekerja Bebas Bukan Perusahan,Servis Lainnya,40.0,<=7jt
33,Wiraswasta,Sales,25.0,<=7jt
27,Wiraswasta,Supir,40.0,>7jt
22,Pemerintah Provinsi,Supir,4.0,<=7jt
24,Wiraswasta,Sales,45.0,<=7jt
41,Pekerja Bebas Perusahaan,Ekesekutif Managerial,55.0,>7jt
33,Wiraswasta,Perbaikan Kerajinan,60.0,>7jt
39,Wiraswasta,Sales,28.0,<=7jt
45,Wiraswasta,Perbaikan Kerajinan,50.0,>7jt
78,?,?,1.0,<=7jt
25,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
36,Pemerintah Provinsi,Pemuka Agama,40.0,>7jt
36,Pemerintah Lokal,Penjaga,40.0,>7jt
36,Wiraswasta,Supir,40.0,<=7jt
29,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
23,Pemerintah Negara,Penjaga,30.0,<=7jt
18,Wiraswasta,Tech-support,40.0,<=7jt
34,Wiraswasta,Pembersih,40.0,<=7jt
33,Wiraswasta,Spesialis,45.0,<=7jt
56,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
31,Wiraswasta,Perbaikan Kerajinan,52.0,<=7jt
44,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
40,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
26,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
49,?,?,99.0,>7jt
56,Pekerja Bebas Perusahaan,Sales,50.0,>7jt
46,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
28,?,?,17.0,<=7jt
34,Pemerintah Lokal,Penjaga,40.0,<=7jt
51,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
52,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
38,Pemerintah Lokal,Spesialis,60.0,<=7jt
53,Pekerja Bebas Bukan Perusahan,Sales,70.0,<=7jt
31,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
23,Wiraswasta,Pemuka Agama,40.0,<=7jt
19,Wiraswasta,Pemuka Agama,12.0,<=7jt
29,Wiraswasta,Servis Lainnya,40.0,<=7jt
36,Wiraswasta,Tech-support,45.0,<=7jt
18,Wiraswasta,Supir,20.0,<=7jt
34,Wiraswasta,Perbaikan Kerajinan,48.0,<=7jt
36,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,40.0,<=7jt
67,?,?,40.0,<=7jt
36,Wiraswasta,Spesialis,60.0,<=7jt
19,?,?,40.0,<=7jt
47,Wiraswasta,Spesialis,40.0,>7jt
51,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,70.0,<=7jt
25,Wiraswasta,Spesialis,40.0,<=7jt
43,Wiraswasta,Perbaikan Kerajinan,60.0,>7jt
53,?,?,50.0,<=7jt
58,Wiraswasta,Spesialis,20.0,<=7jt
55,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
40,Wiraswasta,Pembersih,84.0,<=7jt
42,Wiraswasta,Sales,40.0,<=7jt
20,Wiraswasta,Mesin Inspeksi,25.0,<=7jt
64,Wiraswasta,Ekesekutif Managerial,12.0,<=7jt
33,Pekerja Bebas Perusahaan,Petani,70.0,<=7jt
55,Wiraswasta,Spesialis,40.0,>7jt
40,Wiraswasta,Ekesekutif Managerial,48.0,<=7jt
48,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
52,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
24,Pemerintah Lokal,Servis Lainnya,40.0,<=7jt
42,Wiraswasta,Spesialis,40.0,>7jt
66,?,?,20.0,<=7jt
46,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
24,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
26,Pemerintah Lokal,Penjaga,40.0,<=7jt
20,Wiraswasta,Supir,40.0,<=7jt
56,Wiraswasta,Supir,20.0,<=7jt
33,Pekerja Bebas Bukan Perusahan,Petani,50.0,<=7jt
44,Wiraswasta,Sales,40.0,<=7jt
31,Wiraswasta,Mesin Inspeksi,55.0,>7jt
38,Wiraswasta,Ekesekutif Managerial,60.0,<=7jt
20,Wiraswasta,Servis Lainnya,20.0,<=7jt
26,Wiraswasta,Sales,55.0,<=7jt
49,Wiraswasta,Spesialis,55.0,>7jt
64,Wiraswasta,Penjaga,40.0,<=7jt
29,Wiraswasta,Pembersih,40.0,>7jt
32,Wiraswasta,Pemuka Agama,40.0,<=7jt
50,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
61,Pekerja Bebas Bukan Perusahan,Sales,50.0,<=7jt
41,Wiraswasta,Pemuka Agama,40.0,<=7jt
45,Wiraswasta,Supir,55.0,<=7jt
22,Wiraswasta,Servis Lainnya,35.0,<=7jt
19,Wiraswasta,Pembersih,40.0,<=7jt
58,Pemerintah Lokal,Supir,40.0,<=7jt
32,Wiraswasta,Supir,55.0,<=7jt
33,Wiraswasta,Ekesekutif Managerial,60.0,>7jt
43,Pemerintah Negara,Supir,38.0,>7jt
51,Wiraswasta,Supir,40.0,>7jt
20,Wiraswasta,Sales,35.0,<=7jt
34,Pemerintah Negara,Servis Lainnya,40.0,<=7jt
25,?,?,40.0,<=7jt
37,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
25,Wiraswasta,Supir,55.0,<=7jt
48,Pemerintah Lokal,Spesialis,45.0,>7jt
39,Pemerintah Lokal,Pemuka Agama,35.0,<=7jt
52,Wiraswasta,Supir,55.0,<=7jt
19,?,?,24.0,<=7jt
23,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
25,Wiraswasta,Pembersih,40.0,<=7jt
50,Wiraswasta,Ekesekutif Managerial,51.0,<=7jt
47,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
30,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
45,Wiraswasta,Perbaikan Kerajinan,50.0,>7jt
35,Wiraswasta,Tech-support,48.0,>7jt
21,Wiraswasta,Pemuka Agama,20.0,<=7jt
66,Wiraswasta,Supir,16.0,<=7jt
28,Wiraswasta,Spesialis,50.0,<=7jt
46,Pemerintah Lokal,Ekesekutif Managerial,65.0,>7jt
35,Wiraswasta,Spesialis,55.0,>7jt
31,Wiraswasta,Supir,45.0,<=7jt
38,Pemerintah Negara,Servis Lainnya,40.0,<=7jt
17,Wiraswasta,Pemuka Agama,23.0,<=7jt
25,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
22,Wiraswasta,Pemuka Agama,44.0,<=7jt
47,Wiraswasta,Sales,45.0,<=7jt
39,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
39,Pekerja Bebas Bukan Perusahan,Sales,50.0,>7jt
49,Wiraswasta,Spesialis,40.0,>7jt
25,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
72,Pekerja Bebas Bukan Perusahan,Petani,40.0,<=7jt
49,Pemerintah Negara,Spesialis,60.0,>7jt
64,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
57,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
23,Wiraswasta,Mesin Inspeksi,48.0,<=7jt
33,Wiraswasta,Ekesekutif Managerial,45.0,<=7jt
19,Wiraswasta,Sales,40.0,<=7jt
33,Wiraswasta,Sales,50.0,<=7jt
69,Wiraswasta,Servis Lainnya,32.0,<=7jt
43,Pemerintah Lokal,Ekesekutif Managerial,40.0,<=7jt
61,Pemerintah Provinsi,Spesialis,50.0,>7jt
25,Pekerja Bebas Perusahaan,Ekesekutif Managerial,35.0,<=7jt
19,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
29,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,50.0,<=7jt
23,Wiraswasta,Supir,40.0,<=7jt
28,Wiraswasta,Servis Lainnya,46.0,<=7jt
32,Wiraswasta,Tech-support,45.0,<=7jt
48,Wiraswasta,Spesialis,20.0,<=7jt
40,Wiraswasta,Sales,50.0,>7jt
30,Pekerja Bebas Bukan Perusahan,Pemuka Agama,60.0,<=7jt
37,Pemerintah Lokal,Perbaikan Kerajinan,40.0,<=7jt
34,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,70.0,<=7jt
54,Pekerja Bebas Perusahaan,Sales,54.0,>7jt
70,?,?,12.0,<=7jt
21,Wiraswasta,Sales,19.0,<=7jt
61,Pemerintah Lokal,Spesialis,25.0,<=7jt
21,Wiraswasta,Sales,40.0,<=7jt
20,Wiraswasta,Servis Lainnya,40.0,<=7jt
19,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,25.0,<=7jt
19,Wiraswasta,Servis Lainnya,32.0,<=7jt
55,Wiraswasta,Supir,50.0,>7jt
69,Pemerintah Lokal,Ekesekutif Managerial,20.0,<=7jt
21,Wiraswasta,Servis Lainnya,30.0,<=7jt
53,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
69,Wiraswasta,Supir,40.0,>7jt
37,Pekerja Bebas Bukan Perusahan,Pembersih,10.0,<=7jt
28,Wiraswasta,Supir,40.0,<=7jt
65,Wiraswasta,Servis Lainnya,24.0,<=7jt
61,Pemerintah Lokal,Ekesekutif Managerial,40.0,<=7jt
35,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,40.0,>7jt
47,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
27,Wiraswasta,Spesialis,40.0,>7jt
21,Wiraswasta,Sales,20.0,<=7jt
